Company,Symbol,Market_Cap,Total_Debt,Total_Asset,Cash_Flow,Cash_to_Market,Pomoters_Stake_Pledged,Net_Profit,Sector
Prakash Constro,PRAKASHCON,50.9,25.85,139.21,6.96,13.673870333988212,False,0.35,Construction & Contracting - Civil
Pratibha Ind,PRATIBHA,254.11,1547.47,2339.6,13.34,5.249695013970327,True,-153.98,Construction & Contracting - Civil
Precision Camsh,PRECAM,1312.59,130.5,640.49,19.96,1.5206576310957727,False,13.72,Auto Ancillaries
Precot Meridian,PRECOT,1.0,0.0,0.0,2.43,0.0,True,0.0,Textiles - Spinning - Cotton Blended
Precision Wires,PRECWIRE,266.77,27.79,222.6,17.06,6.395021929002511,False,4.32,Metals - Non Ferrous
Premier Explo,PREMEXPLN,314.48,22.09,87.54,3.67,1.1670058509285168,False,2.3,Chemicals
Premier,PREMIER,90.21,312.79,719.26,1.01,1.1196097993570557,False,-28.35,Engineering
Premier Polyfil,PREMIERPOL,62.95,14.0,44.12,4.9,7.78395552025417,False,0.36,Plastics
Pressman Advt,PRESSMN,147.82,0.0,23.89,0.36,0.24353943985928833,False,3.53,Media & Entertainment
Prestige Estate,PRESTIGE,8122.5,3607.57,7803.0,230.09,2.832748538011696,False,69.34,Construction & Contracting - Real Estate
Pricol,PRICOLLTD,749.37,0.0,57.28,0.61,0.08140171077038046,True,8.5,Auto Ancillaries
Prime Sec,PRIMESECU,91.35,44.25,110.55,0.61,0.6677613574165299,True,-1.07,Finance - Investments
Prism Cement,PRISMCEM,4930.38,1647.61,2636.06,75.03,1.5217893955435484,False,-47.02,Cement - Major
Provogue,PROVOGE,94.52,272.52,560.79,3.86,4.083791790097334,False,-34.2,Retail
Prozone Intu,PROZONINTU,563.87,17.35,429.94,1.57,0.2784329721389682,False,0.74,Retail
Punjab & Sind,PSB,2202.26,94088.97,102581.42,4902.57,222.61540417571038,False,77.51,Banks - Public Sector
PSU BANK BEES,PSUBNKBEES,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
PTC India,PTC,2749.92,0.0,2789.88,160.43,5.833987897829755,False,42.57,Trading
PTL Enterprises,PTL,323.33,0.0,680.98,0.76,0.23505396962855288,False,6.47,Tyres
Punjab Chemical,PUNJABCHEM,342.48,148.17,202.91,1.15,0.3357860313010978,False,1.22,Chemicals
Punj Lloyd,PUNJLLOYD,644.27,5496.51,7063.89,316.34,49.10053238549055,False,-231.81,Infrastructure - General
Puravankara,PURVA,1592.46,1690.54,3604.24,191.91,12.051166120342112,False,8.69,Construction & Contracting - Real Estate
PVP Ventures,PVP,117.14,143.62,777.21,0.32,0.2731773945705993,False,-3.11,Construction & Contracting - Real Estate
PVR,PVR,6696.0,574.09,1428.15,12.92,0.1929510155316607,False,22.12,Media & Entertainment
Quantum Gold,QGOLDHALF,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Quantum Index,QNIFTY,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Quess Corp,QUESS,8773.93,262.91,610.55,84.21,0.959775152069825,False,24.78,Engineering
Quick Heal Tech,QUICKHEAL,1658.27,0.0,617.58,110.72,6.676837909387494,False,2.62,Computers - Software
Radaan Media,RADAAN,6.82,7.66,27.55,0.12,1.7595307917888563,False,0.23,Media & Entertainment
Radico Khaitan,RADICO,1829.28,707.52,1611.99,11.39,0.6226493483775037,False,19.7,Breweries & Distilleries
Music Broadcast,RADIOCITY,1.0,0.0,0.0,0.0,0.0,True,0.0,Media & Entertainment
Rain Industries,RAIN,3671.21,265.32,577.1,8.95,0.2437888325647402,False,-2.13,Cement - Major
Rainbow Papers,RAINBOWPAP,50.67,748.55,923.81,10.02,19.775014801657786,False,-31.03,Paper
Raj Oil Mills,RAJOIL,14.7,128.79,106.99,0.83,5.646258503401361,False,-0.6,Edible Oils & Solvent Extraction
Raj Rayon Ind,RAJRAYON,9.35,591.71,236.01,0.38,4.064171122994653,False,-19.71,Textiles - Processing
Rajshree Sugars,RAJSREESUG,176.04,572.6,609.17,2.76,1.5678254942058625,False,-11.89,Sugar
Raj Television,RAJTV,313.82,33.44,181.13,4.94,1.5741507870753937,False,1.12,Media & Entertainment
Rajvir Ind,RAJVIR,18.56,167.23,192.58,2.17,11.691810344827587,False,-3.19,Textiles - Spinning - Synthetic Blended
Shree Rama News,RAMANEWS,486.82,306.23,323.59,2.88,0.5915944291524589,True,0.58,Paper
Rama Steel Tube,RAMASTEEL,195.41,54.36,80.14,5.9,3.0192927690496902,False,1.43,Steel - Medium / Small
Ramco Cements,RAMCOCEM,16174.43,1760.27,4852.9,83.82,0.5182253717750795,False,151.88,Cement - Major
Ramco System,RAMCOSYS,1163.48,0.0,618.42,1.77,0.15212981744421905,False,12.51,Computers - Software
Ramky Infra,RAMKY,580.27,1548.39,1769.26,52.39,9.028555672359419,False,27.63,Construction & Contracting - Civil
Ramsarup Ind,RAMSARUP,6.31,2049.2,848.39,3.73,59.11251980982568,False,-11.46,Steel - Medium / Small
Rana Sugars,RANASUG,152.95,765.16,964.43,28.48,18.620464203988234,False,-62.1,Sugar
Rane Engine,RANEENGINE,456.79,116.55,219.5,1.64,0.3590271240613849,False,-1.79,Auto Ancillaries
Rane Holdings,RANEHOLDIN,1282.93,21.94,324.84,10.3,0.8028497267972531,False,4.19,Auto Ancillaries
Rasoya Protein,RASOYPR,27.34,364.37,345.82,0.61,2.2311631309436724,False,-1.86,Edible Oils & Solvent Extraction
"
Raymond
531.80
-0.94

",RAYMOND,3886.94,1179.11,2417.54,10.23,0.2631890381636969,False,-2.93,Textiles - Woollen/Worsted
"
Raymond


280.20
89.79



317.70
67.39



392.30
35.56



460.35
15.52



531.80
-0.94


",RAYMOND,3886.94,1179.11,2417.54,10.23,0.2631890381636969,False,-2.93,Textiles - Woollen/Worsted
Rane Brake,RBL,814.17,21.49,159.42,1.2,0.1473893658572534,False,9.98,Auto Ancillaries
RBL Bank,RBLBANK,18504.58,0.0,0.0,0.0,0.0,True,128.69,Banks - Private Sector
Rashtriya Chem,RCF,4510.05,2756.04,5585.16,1.36,0.030154876331747984,False,63.91,Fertilisers
Reliance Comm,RCOM,9532.79,28151.0,60449.0,138.0,1.4476349526214254,False,-279.0,Telecommunications - Service
Reliance Def,RDEL,4950.99,7309.85,9004.46,43.98,0.888307187047439,False,-132.71,Shipping
REC,RECLTD,35736.14,145139.36,173757.12,1728.19,4.8359727715416385,False,1754.4,Finance - Term Lending Institutions
Redington,REDINGTON,4398.33,477.52,1916.23,49.73,1.1306564082276682,False,48.92,Computers - Hardware
Refex Ind,REFEX,29.67,36.76,46.51,0.0,0.0,False,-0.43,Chemicals
Rei Agro,REIAGROLTD,40.24,4197.24,346.92,2.5,6.212723658051689,False,-111.73,Food Processing
REI Six Ten,REISIXTEN,6.91,0.0,-33.58,0.19,2.7496382054992763,False,-0.04,Retail
Relaxo Footwear,RELAXO,5982.49,202.6,682.57,2.24,0.03744260333072016,False,25.1,Leather Products
Rel Capital,RELCAPITAL,15541.97,17427.0,30708.0,1495.0,9.619115208689761,False,110.0,Finance - Investments
R Shares CNX,RELCNX100,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Reliance MF Con,RELCONS,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - General
Rel MF RSDOETF,RELDIVOPP,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - General
Reliance,RELIANCE,427930.3,92356.0,332540.0,6892.0,1.6105426514551553,False,8022.0,Refineries
Religare Enterp,RELIGARE,3876.99,682.59,3222.57,1.09,0.028114594053634395,False,-43.28,Finance - Investments
Reliance NV20,RELNV20,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Remsons Ind,REMSONSIND,29.4,27.53,44.6,0.33,1.1224489795918369,False,-0.31,Auto Ancillaries
Shree Renuka,RENUKA,1351.42,3270.2,6496.24,17.92,1.3260126385579614,False,-42.0,Sugar
Repco Home,REPCOHOME,4348.64,5522.22,6477.06,18.6,0.4277199308289488,False,46.44,Finance - Housing
Repro India,REPRO,464.55,169.68,360.98,8.49,1.8275750726509525,False,1.23,Printing & Stationery
Responsive Ind,RESPONIND,2323.48,311.06,893.69,45.61,1.9630037702067589,False,10.5,Plastics
Revathi CP,REVATHI,247.81,84.11,225.02,5.32,2.1468060207416975,False,13.33,Compressors
Rico Auto,RICOAUTO,763.01,175.18,633.72,1.77,0.2319759898297532,False,7.57,Auto Ancillaries
Rel Ind Infra,RIIL,689.69,0.0,273.33,2.39,0.3465325001087445,False,2.71,Infrastructure - General
Ravi Kumar Dist,RKDL,27.6,35.3,106.11,0.71,2.572463768115942,False,-0.54,Breweries & Distilleries
RamkrishnaForge,RKFORGE,1369.99,808.83,1280.33,1.13,0.08248235388579478,False,2.85,Castings & Forgings
Radha Madhav,RMCL,225.23,0.0,-112.34,7.21,3.2011721351507347,False,-0.92,Packaging
Rane Madras,RML,512.39,235.01,395.63,1.65,0.32202033607213254,False,2.72,Auto Ancillaries
Royal Orchid,ROHLTD,243.74,37.19,231.57,3.65,1.497497333223927,False,4.23,Hotels
Rollatainers,ROLLT,352.68,187.85,295.9,0.45,0.12759441987070433,False,-0.57,Packaging
Rolta,ROLTA,953.4,917.7,4810.44,18.56,1.9467170127963078,False,98.7,Computers - Software
Rossell India,ROSSELLIND,462.56,61.64,279.5,2.5,0.5404704254583189,False,2.14,Plantations - Tea & Coffee
RPG Life,RPGLIFE,743.92,22.2,155.79,0.31,0.04167114743520809,False,0.55,Pharmaceuticals
RPP Infra Proj,RPPINFRA,608.41,70.31,221.31,24.84,4.082773129961704,False,3.95,Construction & Contracting - Civil
R*Shares LT ETF,RRSLGETF,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
RSWM,RSWM,1019.52,1041.71,1554.61,2.84,0.2785624607658506,False,9.4,Textiles - Spinning - Synthetic Blended
Ruby Mills,RUBYMILLS,544.65,359.83,727.87,25.44,4.6708895621041036,False,8.04,Textiles - Composite Mills
Ruchinfra,RUCHINFRA,73.89,219.91,437.45,3.53,4.7773717688455815,False,-4.84,Edible Oils & Solvent Extraction
Ruchira Papers,RUCHIRA,354.26,57.76,178.46,1.57,0.44317732738666515,False,8.05,Paper
Ruchi Soya,RUCHISOYA,907.08,4513.8,5717.71,69.65,7.678484808396173,False,-216.83,Edible Oils & Solvent Extraction
"
Rupa and Comp
235.00
-0.82

",RUPA,2597.27,143.09,508.99,5.01,0.19289484728195375,False,17.0,Textiles - Hosiery/Knitwear
"
Rupa and Comp


218.10
7.75



222.05
5.83



225.00
4.44



221.65
6.02



235.00
-0.82


",RUPA,2597.27,143.09,508.99,5.01,0.19289484728195375,False,17.0,Textiles - Hosiery/Knitwear
Rushil Decor,RUSHIL,875.74,90.69,171.0,6.29,0.7182497088176856,False,6.55,Miscellaneous
SAB Events,SABEVENTS,49.8,0.0,0.0,0.0,0.0,False,0.05,Media & Entertainment
Sri Adhikari,SABTN,889.16,50.15,149.15,2.23,0.2507985064555311,False,4.74,Media & Entertainment
Sadbhav Engg,SADBHAV,5279.23,1058.77,2530.22,7.5,0.14206617252894838,False,52.42,Infrastructure - General
Sadbhav Infra,SADBHIN,3384.88,1172.13,2417.96,4.6,0.1358984661199215,False,21.51,Infrastructure - General
Sagar Cement,SAGCEM,1623.84,174.78,728.07,0.17,0.010469011725293133,False,1.78,Cement - Mini
SAIL,SAIL,25278.81,31511.03,70792.29,141.81,0.5609836855453243,False,-794.84,Steel - Large
Sakthi Sugars,SAKHTISUG,392.2,812.23,1178.06,20.58,5.2473227944926055,False,-37.32,Sugar
Saksoft,SAKSOFT,261.38,25.51,89.91,2.85,1.0903665161833347,False,2.25,Computers - Software
Sakuma Exports,SAKUMA,106.77,135.99,224.8,35.4,33.15538072492273,False,2.81,Trading
Salona Cotspin,SALONA,30.0,27.21,51.77,1.66,5.533333333333333,False,0.48,Textiles - Spinning - Cotton Blended
Salora Inter,SALORAINTL,53.86,37.92,150.75,0.4,0.7426661715558857,False,-0.13,Consumer Goods - Electronic
SAL Steel,SALSTEEL,43.16,75.41,40.31,1.11,2.5718257645968494,False,5.57,Steel - Medium / Small
Salzer Electro,SALZERELEC,265.82,99.01,294.5,11.98,4.506809118952675,False,3.98,Electric Equipment
Sambhaav Media,SAMBHAAV,121.16,13.01,67.56,2.34,1.9313304721030042,False,-0.22,Printing & Stationery
Samtel Color,SAMTEL,5.9,196.38,-460.19,0.51,8.64406779661017,False,-1.99,Electricals
Sanco Ind,SANCO,1.0,0.0,0.0,1.39,0.0,True,0.0,Plastics
Sandesh,SANDESH,727.95,14.25,544.6,124.76,17.138539734871898,False,15.23,Printing & Stationery
Sangam India,SANGAMIND,1091.98,582.84,1022.09,3.61,0.330592135387095,False,4.43,Textiles - Spinning - Synthetic Blended
Sanghvi Forging,SANGHVIFOR,62.55,114.52,158.52,0.09,0.14388489208633093,False,-5.37,Castings & Forgings
Sanghvi Movers,SANGHVIMOV,1056.66,470.58,1220.42,3.43,0.3246077262317112,False,23.45,Engineering - Heavy
Sanginita Chemi,SANGINITA,1.0,0.0,0.0,0.0,0.0,True,0.0,Chemicals
Sanofi India,SANOFI,10870.45,0.0,1627.16,567.74,5.22278286547475,False,50.5,Pharmaceuticals
Sanwaria Agro,SANWARIA,295.54,850.53,1220.81,1.55,0.5244636935778575,False,11.4,Edible Oils & Solvent Extraction
Sarda Energy,SARDAEN,875.36,322.28,1373.47,0.34,0.038841162493145676,False,11.22,Steel - Sponge Iron
Saregama India,SAREGAMA,403.49,0.0,190.82,6.77,1.6778606656918387,False,1.1,Media & Entertainment
Sarla Performan,SARLAPOLY,493.5,132.37,358.85,98.68,19.995947315096252,False,9.03,Textiles - Processing
Sasken Tech,SASKEN,673.97,0.0,498.76,9.44,1.400655815540751,False,8.26,Computers - Software
Sasta Sundar,SASTASUNDR,309.2,0.0,223.9,0.67,0.2166882276843467,False,-0.08,Finance - General
Satvahana Ispat,SATHAISPAT,277.91,580.68,749.19,2.43,0.8743837933143824,False,-23.04,Steel - Pig Iron
Satin Credit,SATIN,1338.92,1478.2,1802.22,268.36,20.043019747258985,False,16.44,Miscellaneous
SBI,SBIN,233304.74,1954913.03,2259063.05,167467.66,71.78065049171312,True,2610.0,Banks - Public Sector
Shipping Corp,SCI,3540.07,4598.01,11508.4,1286.25,36.33402729324561,False,7.25,Shipping
Som Distillerie,SDBL,344.17,92.13,218.72,19.77,5.74425429293663,False,1.71,Breweries & Distilleries
Seamec,SEAMECLTD,218.66,28.11,447.81,4.5,2.057989572852831,False,-126.99,Shipping
SE Investments,SEINV,710.0,507.18,1017.52,24.04,3.3859154929577464,False,16.06,Finance - Investments
Selan Explore,SELAN,285.52,0.0,283.39,104.14,36.473802185486136,False,2.43,Oil Drilling And Exploration
SEL Mgf Company,SELMCL,102.72,3868.5,4624.18,36.55,35.582165109034264,False,20.18,Textiles - General
ICICI SPICE ETF,SENSEXIWIN,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Sequent Scienti,SEQUENT,3124.7,39.37,996.44,1.09,0.03488334880148495,False,-0.68,Pharmaceuticals
Servalakshmi,SERVALL,12.33,207.94,-31.6,2.9,23.519870235198702,False,-15.45,Paper
Seshasayee Pape,SESHAPAPER,987.39,254.72,675.7,10.39,1.0522691135215063,False,34.49,Paper
Setco Auto,SETCO,460.91,206.17,427.52,0.54,0.11715953222971946,False,3.16,Auto Ancillaries
SBI ETF,SETF10GILT,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
SBI Gold ETF,SETFGOLD,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
SBI-ETF Nifty,SETFNIF50,1.0,0.0,0.0,0.0,0.0,True,0.0,Miscellaneous
SBI ETF Banking,SETFNIFBK,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
SBI ETF Junior,SETFNN50,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Sezal Glass,SEZAL,18.28,49.31,8.14,0.59,3.2275711159737415,False,-3.96,Glass & Glass Products
Sheela Foam,SFL,1.0,0.0,0.0,0.0,0.0,False,0.0,Miscellaneous
STL Global,SGL,36.32,94.0,-19.11,6.76,18.612334801762113,False,-1.01,Textiles - General
Shah Alloys,SHAHALLOYS,31.79,370.68,-0.45,3.05,9.594212016357345,False,-2.88,Steel - Medium / Small
Shakti Pumps,SHAKTIPUMP,360.16,87.04,292.1,0.59,0.16381608174144824,False,5.37,Pumps
Shanthi Gears,SHANTIGEAR,913.17,0.0,284.06,1.2,0.1314103617070206,False,4.73,Engineering
Sharda Motor,SHARDAMOTR,1226.99,105.42,336.09,36.99,3.0146944962876634,False,12.01,Auto Ancillaries
SHARIA BEES,SHARIABEES,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Sharon Bio Medi,SHARONBIO,95.74,836.32,654.83,10.16,10.612074368080219,False,-26.18,Pharmaceuticals
Shemaroo Ent,SHEMAROO,1024.77,177.27,549.28,1.07,0.10441367331206027,False,15.48,Media & Entertainment
Shilpa,SHILPAMED,5094.47,69.59,741.22,5.84,0.11463410325313525,True,27.35,Pharmaceuticals
Shilpi Cable,SHILPI,2413.44,236.33,609.37,85.3,3.5343741713073453,False,11.07,Cables - Telephone
Shivam Auto,SHIVAMAUTO,455.5,275.48,470.94,3.22,0.7069154774972558,False,-7.58,Auto Ancillaries
Shiva Texyarn,SHIVTEX,790.51,203.25,362.16,7.89,0.9980898407357276,False,5.08,Textiles - Spinning - Cotton Blended
S H Kelkar,SHK,4321.27,0.04,546.47,79.62,1.8425138905923488,False,22.87,Miscellaneous
Shoppers Stop,SHOPERSTOP,3027.05,467.7,1253.12,3.35,0.11066880295997752,False,19.01,Retail
Shree Cements,SHREECEM,59226.77,716.67,6896.89,50.23,0.08480962240554399,False,235.43,Cement - Major
Shree Pushkar,SHREEPUSHK,605.6,17.49,180.63,0.31,0.0511889035667107,False,7.23,Fertilisers
Shri Rama Multi,SHREERAMA,79.34,126.03,144.65,14.51,18.288379127804387,False,-0.47,Packaging
Shreyans Ind,SHREYANIND,184.56,49.97,148.55,5.31,2.877113133940182,False,8.4,Paper
Shreyas Shippin,SHREYAS,698.36,141.59,368.34,18.87,2.7020447906523857,False,9.09,Shipping
Shriram Pistons,SHRIPISTON,1.0,0.0,0.0,22.4,0.0,True,0.0,Auto Ancillaries
Shriram City,SHRIRAMCIT,15429.94,10267.82,14779.44,410.05,2.657495751765723,False,157.74,Finance - Leasing & Hire Purchase
Shriram EPC,SHRIRAMEPC,2185.98,1963.95,2420.82,13.84,0.6331256461632768,False,-69.37,Engineering - Heavy
Shyam Century,SHYAMCENT,177.74,18.74,108.24,4.92,2.7680882187464837,False,-2.09,Miscellaneous
Shyam Telecom,SHYAMTEL,31.16,0.18,6.34,2.62,8.408215661103979,False,-2.25,Telecommunications - Equipment
Sicagen India,SICAGEN,101.9,44.6,464.74,0.0,0.0,False,-0.98,Trading
Sical Logistics,SICAL,1455.37,607.62,1071.77,21.37,1.4683551261878425,False,12.01,Trading
Siemens,SIEMENS,44792.81,0.0,6581.9,1227.8,2.741064916445296,False,160.01,Infrastructure - General
Signet Ind,SIGNET,503.37,180.03,295.92,18.07,3.589804716212726,False,4.88,Finance - Investments
Standard Ind,SIL,140.24,25.0,116.42,4.42,3.1517398745008554,False,-2.59,Chemicals
SIL Invest,SILINV,160.0,66.8,253.9,0.73,0.45625,False,2.13,Textiles - Spinning - Cotton Blended
Simbhaoli Sugar,SIMBHALS,122.56,1020.18,1354.41,8.53,6.95985639686684,False,-19.41,Sugar
Simplex Project,SIMPLEX,39.5,597.08,715.52,33.92,85.87341772151899,False,6.6,Construction & Contracting - Civil
Simplex Infra,SIMPLEXINF,1538.34,3229.09,4767.9,12.25,0.7963129087197889,False,18.4,Construction & Contracting - Civil
Sintex Ind,SINTEX,5577.44,4537.41,9428.84,519.71,9.318074241946126,False,102.12,Diversified
Sita Shree Food,SITASHREE,19.01,191.16,287.17,1.98,10.415570752235665,False,-77.14,Food Processing
Siti Networks,SITINET,3313.8,775.54,1389.06,282.3,8.518920876335324,False,-30.09,Media & Entertainment
Siyaram Silk,SIYSIL,1586.08,355.81,866.52,4.91,0.30956824372036723,False,13.67,Textiles - Weaving
SKF India,SKFINDIA,8335.17,0.0,1569.39,94.58,1.1347099099358502,False,65.34,Bearings
SKIL Infra,SKIL,1.0,0.0,0.0,17.13,0.0,False,0.0,Infrastructure - General
Skipper,SKIPPER,1873.41,440.27,821.79,14.65,0.7819964663367869,False,22.35,Miscellaneous
SKM Egg Product,SKMEGGPROD,1.0,0.0,0.0,16.79,0.0,False,0.0,Food Processing
"
S Kumars Nation
3.45
2.99

",SKUMARSYNF,1.0,0.0,0.0,1.46,0.0,True,0.0,Textiles - Synthetic/Silk
"
S Kumars Nation


4.85
-28.87



4.45
-22.47



5.00
-31



4.45
-22.47



3.45
2.99


",SKUMARSYNF,1.0,0.0,0.0,1.46,0.0,True,0.0,Textiles - Synthetic/Silk
Smartlink Net,SMARTLINK,220.43,0.0,416.41,1.09,0.49448804609172986,False,1.41,Computers - Hardware
Splendid Metal,SMPL,65.92,2174.9,2803.67,1.84,2.79126213592233,False,-93.77,Steel - Rolling
SMS Pharma,SMSPHARMA,727.58,185.97,480.33,11.25,1.5462217213227412,False,13.04,Pharmaceuticals
Snowman Logist,SNOWMAN,1058.5,120.72,559.95,21.11,1.9943316013226264,False,-2.02,Transport & Logistics
Sobha,SOBHA,3298.44,2088.68,4547.82,108.7,3.2954972653739345,False,28.4,Construction & Contracting - Real Estate
Solar Ind,SOLARINDS,7045.1,153.63,739.48,6.5,0.0922627074136634,False,38.35,Chemicals
Soma Textile,SOMATEX,42.32,150.8,163.22,11.29,26.677693761814744,False,-2.36,Textiles - Composite Mills
Somi Conveyor,SOMICONVEY,66.38,30.44,87.31,9.26,13.949984935221453,False,0.11,Rubber
Sona Koyo Stee,SONASTEER,1622.74,207.02,482.21,2.72,0.16761773297016158,False,5.52,Auto Ancillaries
Soril Infra Res,SORILINFRA,274.48,48.58,260.32,3.77,1.3735062663946371,False,0.43,Textiles - Readymade Apparels
Savita Oil Tech,SOTL,1369.68,42.95,607.9,16.01,1.1688861631914025,False,18.11,Lubricants
South Ind Bk,SOUTHBANK,3858.07,58035.69,63174.88,3099.47,80.33731891852662,True,111.38,Banks - Private Sector
S P Apparels,SPAL,1085.86,0.0,0.0,0.0,0.0,False,14.03,Textiles - General
Sun Pharma Adv,SPARC,7818.99,55.21,87.01,10.63,0.13595106273316632,False,-66.33,Pharmaceuticals
Speciality Rest,SPECIALITY,407.83,0.13,308.02,5.27,1.2922050854522718,False,-4.62,Hotels
Spentex Ind,SPENTEX,30.79,316.82,118.89,2.07,6.722962000649561,False,-39.22,Textiles - Spinning - Cotton Blended
Sphere Global,SPHEREGSL,114.29,0.01,18.81,0.04,0.0349986875492169,False,0.37,Media & Entertainment
SPIC,SPIC,478.55,119.92,366.25,11.33,2.3675686971058405,True,3.95,Fertilisers
Spice Mobility,SPICEMOBI,330.4,0.11,202.15,5.64,1.7070217917675545,False,-24.4,Computers - Hardware
SPL Industries,SPLIL,68.59,18.32,81.89,2.24,3.2657821839918357,False,-2.38,Textiles - Readymade Apparels
SPML Infra,SPMLINFRA,221.73,682.92,1160.85,19.88,8.96585937852343,False,1.27,Construction & Contracting - Civil
Shekhawati Poly,SPYL,16.55,182.09,198.29,0.19,1.148036253776435,False,-12.99,Textiles - Manmade
SQS India BFSI,SQSBFSI,586.86,0.0,87.3,54.25,9.244112735575776,False,3.0,Computers - Software
Sreeleathers,SREEL,1.0,0.0,0.0,2.68,0.0,False,0.0,Leather Products
SREI Infra,SREINFRA,4178.13,13004.41,15769.55,118.61,2.8388298114228134,False,26.24,Finance - Leasing & Hire Purchase
SRF,SRF,9385.38,1493.3,4183.59,280.34,2.9869861422766046,False,88.88,Textiles - Manmade
Sree Rayalaseem,SRHHYPOLTD,183.96,73.05,260.83,5.76,3.131115459882583,False,2.09,Chemicals
Srikalahasthi,SRIPIPES,1545.01,401.53,829.69,21.42,1.386398793535317,False,40.1,Steel - Pig Iron
SRS,SRSLTD,122.58,699.09,1343.48,63.85,52.08843204437918,False,-21.89,Media & Entertainment
Shriram Trans,SRTRANSFIN,24367.21,33600.03,43754.15,803.8,3.2986952548116917,False,345.96,Finance - Leasing & Hire Purchase
Steel Str Wheel,SSWL,1286.18,597.22,1056.31,121.46,9.443468254832139,False,13.68,Auto Ancillaries
Stampede Cap,STAMPEDE,578.25,1.15,57.54,2.12,0.36662343277129267,False,0.04,Finance - Investments
StanChart IDR,STAN,1.0,0.0,0.0,0.0,0.0,True,0.0,Banks - Private Sector
Strides Shasun,STAR,9802.88,1425.11,4560.52,817.78,8.342242279819809,False,-24.52,Pharmaceuticals
Star Paper,STARPAPER,275.88,6.63,70.21,4.24,1.536900101493403,False,13.26,Paper
STC India,STCINDIA,953.7,1439.44,2496.23,8.41,0.8818286672957952,False,-192.55,Trading
Steel City Secu,STEELCITY,1.0,0.0,0.0,0.0,0.0,True,0.0,Miscellaneous
STEL Holdings,STEL,125.13,0.0,117.0,9.23,7.376328618237034,False,1.86,Finance - Investments
Sterling Bio,STERLINBIO,115.67,3321.21,5744.75,16.64,14.38575257197199,False,-103.16,Pharmaceuticals
Sterling Tools,STERTOOLS,770.02,54.67,188.02,11.46,1.488273031869302,False,12.59,Fasteners
STI India,STINDIA,44.52,112.72,112.68,0.03,0.0673854447439353,False,-2.82,Textiles - Spinning - Cotton Blended
Sterlite Techno,STRTECH,5012.3,667.57,1482.53,20.82,0.4153781697025318,False,43.87,Cables - Telephone
Subros,SUBROS,1272.66,297.26,632.64,0.95,0.07464680275957443,False,3.27,Auto Ancillaries
Sudarshan Chem,SUDARSCHEM,2416.38,313.03,639.91,18.29,0.7569173722676069,False,12.16,Dyes & Pigments
Sujana Uni,SUJANAUNI,22.79,729.4,1325.15,3.92,17.200526546731023,False,-43.25,Domestic Appliances
Sumeet Ind,SUMEETINDS,193.27,461.39,732.61,31.5,16.29844259326331,False,10.24,Textiles - Manmade
Summit Sec,SUMMITSEC,599.16,0.0,442.34,9.3,1.552173042259163,False,-0.24,Finance - Investments
Sundaram-Clayto,SUNCLAYLTD,7381.58,280.17,711.37,-63.61,-0.8617396275594114,False,47.93,Auto Ancillaries
Sundaram Multi,SUNDARAM,67.05,64.89,166.68,1.34,1.9985085756897838,False,-2.63,Printing & Stationery
Sundaram Fin,SUNDARMFIN,17962.85,7092.92,10405.54,89.58,0.49869591963413384,False,138.24,Finance - Leasing & Hire Purchase
Sundaram Brake,SUNDRMBRAK,162.69,43.04,113.17,3.63,2.231237322515213,False,-0.8,Auto Ancillaries
Sundram,SUNDRMFAST,8212.87,546.56,1563.24,4.73,0.05759253464379687,False,75.34,Fasteners
Sunflag Iron,SUNFLAG,662.31,181.28,822.15,63.52,9.59067506152708,False,13.0,Steel - Rolling
Sun Pharma,SUNPHARMA,164999.25,5662.99,27146.75,154.34,0.09353981912038994,False,-162.66,Pharmaceuticals
Sunteck Realty,SUNTECK,2397.75,239.1,944.46,2.01,0.08382858930247106,False,31.15,Construction & Contracting - Real Estate
Sun TV Network,SUNTV,31507.07,0.0,3511.77,145.56,0.46199154665921016,False,240.09,Media & Entertainment
Superhouse,SUPERHOUSE,164.9,178.27,424.83,9.1,5.518496058217101,False,3.09,Leather Products
Super Spinning,SUPERSPIN,66.83,97.09,151.99,0.67,1.0025437677689661,False,-5.84,Textiles - Spinning - Cotton Blended
Supreme Petro,SUPPETRO,2933.66,0.0,414.98,70.93,2.4177989269376825,False,35.42,Petrochemicals
Suprajit Eng,SUPRAJIT,3171.17,181.39,595.75,2.13,0.06716763844259374,False,13.37,Auto Ancillaries
